日付,得意先,,,商品名,,,,,,,,,,数量,,,,,,単価,,,,,金額
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5000,,,,,5500
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5000,,,,,5500
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5000,,,,,5500
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5000,,,,,5500
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5000,,,,,5500
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5000,,,,,5500
2020/06/01,メタウォーター株式会社,,,コンクリ－トがら（4ｔ車）,,,,,,,,,,1,,,,,,4000,,,,,4400
2020/07/09,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/10/01,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,1,,,,,,4000,,,,,4400
2020/12/21,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,9000,,,,,9900
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,9000,,,,,9900
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,3000,,,,,3300
2020/06/01,メタウォーター株式会社,,,コンテナ設置費,,,,,,,,,,3,,,,,,5440,,,,,17952
2020/06/17,メタウォーター株式会社,,,運搬費（レッカー車）,,,,,,,,,,1,,,,,,170000,,,,,187000
2020/06/17,メタウォーター株式会社,,,諸経費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/06/17,メタウォーター株式会社,,,運搬費（特車）,,,,,,,,,,1,,,,,,90000,,,,,99000
2020/06/17,メタウォーター株式会社,,,運搬費（先導車）,,,,,,,,,,1,,,,,,20000,,,,,22000
2020/06/17,メタウォーター株式会社,,,特車申請代,,,,,,,,,,1,,,,,,40000,,,,,44000
2020/06/26,メタウォーター株式会社,,,運搬費,,,,,,,,,,3,,,,,,5440,,,,,17952
2020/06/26,メタウォーター株式会社,,,廃プラスチック類,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/06/26,メタウォーター株式会社,,,金属くず,,,,,,,,,,1,,,,,,5000,,,,,5500
2020/06/26,メタウォーター株式会社,,,混合廃棄物Ｃ,,,,,,,,,,2,,,,,,24000,,,,,52800
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,4850,,,,,,24,,,,,128040
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,6060,,,,,,24,,,,,159984
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,4170,,,,,,24,,,,,110088
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,5950,,,,,,24,,,,,157080
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,3390,,,,,,24,,,,,89496
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,2160,,,,,,24,,,,,57024
2020/07/01,メタウォーター株式会社,,,金属付ガラス陶磁器,,,,,,,,,,7,,,,,,15000,,,,,115500
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,4090,,,,,,24,,,,,107976
2020/07/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/01,メタウォーター株式会社,,,解体分別費,,,,,,,,,,1,,,,,,300000,,,,,330000
2020/07/01,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,4100,,,,,,24,,,,,108240
2020/07/16,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/07/16,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,6,,,,,,7200,,,,,47520
2020/07/16,メタウォーター株式会社,,,2ｍ3コンテナ設置,,,,,,,,,,1,,,,,,5440,,,,,5984
2020/07/17,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,2,,,,,,22730,,,,,50006
2020/07/17,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,14,,,,,,7200,,,,,110880
2020/07/21,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/07/21,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/07/22,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/07/22,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/07/23,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,2,,,,,,22730,,,,,50006
2020/07/23,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,11,,,,,,7200,,,,,87120
2020/07/23,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,5440,,,,,5984
2020/07/23,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,1.5,,,,,,5000,,,,,8250
2020/07/28,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/07/28,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/07/30,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/07/30,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/08/03,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/08/03,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/08/04,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/08/04,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/08/05,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/08/05,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/08/06,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/08/06,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/08/07,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/08/07,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,7,,,,,,7200,,,,,55440
2020/08/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,6,,,,,,4480,,,,,29568
2020/08/18,メタウォーター株式会社,,,がれき類,,,,,,,,,,5.5,,,,,,16800,,,,,101640
2020/08/18,メタウォーター株式会社,,,運搬費（4・6ｔＵ）,,,,,,,,,,1,,,,,,22730,,,,,25003
2020/08/18,メタウォーター株式会社,,,がれき類（超過分）,,,,,,,,,,210,,,,,,24,,,,,5544
2020/08/18,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,1.5,,,,,,7200,,,,,11880
2020/08/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,5440,,,,,5984
2020/08/18,メタウォーター株式会社,,,金属くず,,,,,,,,,,2,,,,,,5000,,,,,11000
2020/08/19,メタウォーター株式会社,,,運搬費,,,,,,,,,,2,,,,,,4480,,,,,9856
2020/08/19,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,1.5,,,,,,7200,,,,,11880
2020/08/28,メタウォーター株式会社,,,運搬費,,,,,,,,,,4,,,,,,4480,,,,,19712
2020/08/28,メタウォーター株式会社,,,コンクリ－トがら　無筋,,,,,,,,,,2,,,,,,7200,,,,,15840
2020/08/28,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/09/01,メタウォーター株式会社,,,運搬費,,,,,,,,,,3,,,,,,5440,,,,,17952
2020/09/01,メタウォーター株式会社,,,廃プラスチック類,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/09/01,メタウォーター株式会社,,,金属くず,,,,,,,,,,2,,,,,,5000,,,,,11000
2020/09/01,メタウォーター株式会社,,,混合廃棄物,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/09/01,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/10/26,メタウォーター株式会社,,,運搬費,,,,,,,,,,3,,,,,,5440,,,,,17952
2020/10/26,メタウォーター株式会社,,,廃プラスチック類,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/10/26,メタウォーター株式会社,,,金属くず,,,,,,,,,,2,,,,,,5000,,,,,11000
2020/10/26,メタウォーター株式会社,,,混合廃棄物,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/10/26,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/10/29,メタウォーター株式会社,,,金属付がれき類,,,,,,,,,,220,,,,,,24,,,,,5808
2020/11/27,メタウォーター株式会社,,,運搬費,,,,,,,,,,3,,,,,,5440,,,,,17952
2020/11/27,メタウォーター株式会社,,,廃プラスチック類,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/11/27,メタウォーター株式会社,,,金属くず,,,,,,,,,,2,,,,,,5000,,,,,11000
2020/11/27,メタウォーター株式会社,,,混合廃棄物,,,,,,,,,,2,,,,,,15000,,,,,33000
2020/11/27,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/12/21,メタウォーター株式会社,,,運搬費,,,,,,,,,,3,,,,,,5440,,,,,17952
2020/12/21,メタウォーター株式会社,,,金属くず,,,,,,,,,,2,,,,,,5000,,,,,11000
2020/12/21,メタウォーター株式会社,,,混合廃棄物,,,,,,,,,,4,,,,,,15000,,,,,66000
2020/12/21,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2021/01/26,メタウォーター株式会社,,,運搬費,,,,,,,,,,2,,,,,,5440,,,,,11968
2021/01/26,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,8160,,,,,8976
2021/01/26,メタウォーター株式会社,,,混合廃棄物,,,,,,,,,,5,,,,,,15000,,,,,82500
2021/01/26,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2021/02/16,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,5440,,,,,5984
2021/02/16,メタウォーター株式会社,,,混合廃棄物,,,,,,,,,,2,,,,,,15000,,,,,33000
2021/02/16,メタウォーター株式会社,,,手数料,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/07/08,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2020/07/20,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2020/07/21,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2020/09/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2020/09/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2020/09/23,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/09,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/09,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/10,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/10,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/24,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,55000,,,,,60500
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2020/05/28,メタウォーター株式会社,,,フロン処理費,,,,,,,,,,1.04,,,,,,700,,,,,801
2020/05/28,メタウォーター株式会社,,,移充填費,,,,,,,,,,1,,,,,,800,,,,,880
2020/12/12,メタウォーター株式会社,,,行程管理表再発行,,,,,,,,,,1,,,,,,1000,,,,,1100
2020/12/12,メタウォーター株式会社,,,フロン行程管理表用紙代,,,,,,,,,,1,,,,,,150,,,,,165
2020/05/29,メタウォーター株式会社,,,木くず,,,,,,,,,,940,,,,,,6,,,,,6204
2022/03/08,メタウォーター,,,ステンレス,,,,,,,,,,2220,,,,,,180,,,,,439560
2022/03/08,メタウォーター,,,ステンレス,,,,,,,,,,310,,,,,,180,,,,,61380
2021/09/16,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,160,,,,,,18,,,,,3168
2022/03/04,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,1300,,,,,,40,,,,,57200
2021/11/16,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,720,,,,,,37.5,,,,,29700
2022/01/21,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,2230,,,,,,33,,,,,80949
2022/03/23,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,1660,,,,,,45.5,,,,,83083
2022/02/18,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,1040,,,,,,40,,,,,45760
2021/09/21,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,10,,,,,,18,,,,,198
2021/06/22,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,50,,,,,,20,,,,,1100
2021/07/07,メタウォーター,,,配線,,,,,,,,,,530,,,,,,230,,,,,134090
2021/07/07,メタウォーター,,,配線A,,,,,,,,,,560,,,,,,480,,,,,295680
2022/03/11,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,1960,,,,,,43,,,,,92708
2021/08/18,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,360,,,,,,20,,,,,7920
2021/09/07,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,430,,,,,,20,,,,,9460
2021/09/21,メタウォーター,,,配線,,,,,,,,,,110,,,,,,200,,,,,24200
2021/09/21,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,10,,,,,,20,,,,,220
2021/09/22,メタウォーター,,,配線,,,,,,,,,,340,,,,,,200,,,,,74800
2021/12/17,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,320,,,,,,30,,,,,10560
2022/02/28,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,20,,,,,,40,,,,,880
2022/03/04,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,60,,,,,,43,,,,,2838
2022/03/18,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,270,,,,,,45.5,,,,,13513
2022/03/23,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,,,20,,,,,,45.5,,,,,1001
2022/01/12,メタウォーター,,,フロン処理費,,,,,,,,,,1,,,,,,43000,,,,,47300
2021/04/15,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/04/15,メタウォーター,,,コンクリ－トがら,,,,,,,,,,1400,,,,,,2.5,,,,,3850
2021/04/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/04/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/04/26,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/26,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/28,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/04/28,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/05/11,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/05/14,メタウォーター,,,コンテナ設置費,,,,,,,,,,3,,,,,,22000,,,,,72600
2021/05/14,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/05/17,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/05/17,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/05/18,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/05/18,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/05/18,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3700,,,,,,2.5,,,,,10175
2021/05/18,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2021/05/19,メタウォーター,,,コンクリ－トがら,,,,,,,,,,400,,,,,,2.5,,,,,1100
2021/05/19,メタウォーター,,,運搬費,,,,,,,,,,2,,,,,,16000,,,,,35200
2021/05/19,メタウォーター,,,運搬費,,,,,,,,,,2,,,,,,16000,,,,,35200
2021/05/19,メタウォーター,,,運搬費,,,,,,,,,,2,,,,,,16000,,,,,35200
2021/05/19,メタウォーター,,,運搬費,,,,,,,,,,2,,,,,,16000,,,,,35200
2021/05/19,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/05/19,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/05/28,メタウォーター,,,廃石綿,,,,,,,,,,1,,,,,,50000,,,,,55000
2021/05/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/05/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2021/06/01,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/01,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/01,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/01,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/04,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/06/04,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/06/04,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/06/09,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/06/23,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,31000,,,,,34100
2021/06/25,メタウォーター,,,コンテナ設置費,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/07/05,メタウォーター,,,蛍光管,,,,,,,,,,1,,,,,,250,,,,,275
2021/07/07,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/07,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3300,,,,,,2.5,,,,,9075
2021/07/12,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/12,メタウォーター,,,コンクリ－トがら,,,,,,,,,,2700,,,,,,2.5,,,,,7425
2021/07/12,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/12,メタウォーター,,,コンクリ－トがら,,,,,,,,,,1900,,,,,,2.5,,,,,5225
2021/07/12,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/12,メタウォーター,,,コンクリ－トがら,,,,,,,,,,2500,,,,,,2.5,,,,,6875
2021/07/13,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/13,メタウォーター,,,廃石綿,,,,,,,,,,1,,,,,,50000,,,,,55000
2021/07/19,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,30000,,,,,33000
2021/07/26,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/07/26,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/26,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,10250,,,,,10250
2021/07/26,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/26,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6990,,,,,6990
2021/07/26,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/26,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,7370,,,,,7370
2021/07/27,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/27,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/27,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/27,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/27,メタウォーター,,,運搬費（キャンセル）,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/07/28,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/28,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6990,,,,,6990
2021/07/28,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/28,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,10250,,,,,10250
2021/07/28,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/28,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,10250,,,,,10250
2021/07/29,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/29,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/07/29,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/29,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6990,,,,,6990
2021/07/29,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/29,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,10250,,,,,10250
2021/07/29,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/29,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,10250,,,,,10250
2021/07/29,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/29,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6990,,,,,6990
2021/07/29,メタウォーター,,,運搬費（ﾕﾆｯｸ積込作業）,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/07/30,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/30,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6830,,,,,6830
2021/07/30,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/30,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,9560,,,,,9560
2021/07/30,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/30,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6990,,,,,6990
2021/07/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/31,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,7430,,,,,7430
2021/07/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/31,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,7430,,,,,7430
2021/07/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/31,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,7430,,,,,7430
2021/07/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/07/31,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,10250,,,,,10250
2021/07/31,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/07/31,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,7490,,,,,7490
2021/08/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/08/02,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,6430,,,,,6430
2021/08/02,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,45000,,,,,49500
2021/08/02,メタウォーター,,,高速代,,,,,,,,,,1,,,,,,9560,,,,,9560
