日付,,得意先,,,商品名,,,,,,,,数量,,単位,,単価,,金額
2021/07/26,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,9570 ,,kg,,26,,273702
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,7760 ,,kg,,26,,221936
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,8400 ,,kg,,26,,240240
2021/07/26,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,10220 ,,kg,,26,,292292
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,8580 ,,kg,,26,,245388
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,9170 ,,kg,,26,,262262
2021/07/26,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,4680 ,,kg,,26,,133848
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,3350 ,,kg,,26,,95810
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,3460 ,,kg,,26,,98956
2021/07/26,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,4290 ,,kg,,26,,122694
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,3500 ,,kg,,26,,100100
2021/07/26,,メタウォーター,,,混合廃棄物,,,,,,,,3620 ,,kg,,26,,103532
2021/07/28,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8790 ,,kg,,26,,251394
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8660 ,,kg,,26,,247676
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8510 ,,kg,,26,,243386
2021/07/28,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8890 ,,kg,,26,,254254
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,9130 ,,kg,,26,,261118
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,9510 ,,kg,,26,,271986
2021/07/28,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,3710 ,,kg,,26,,106106
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,3630 ,,kg,,26,,103818
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,3790 ,,kg,,26,,108394
2021/07/28,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,9320 ,,kg,,26,,266552
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8670 ,,kg,,26,,247962
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8810 ,,kg,,26,,251966
2021/07/28,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/28,,メタウォーター,,,高速代,,,,,,,,0 ,,,,0,,0
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,9220 ,,kg,,26,,263692
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,9530 ,,kg,,26,,272558
2021/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,9320 ,,kg,,26,,266552
2021/07/29,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,9450 ,,kg,,26,,270270
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,9360 ,,kg,,26,,267696
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,8210 ,,kg,,26,,234806
2021/07/29,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,9380 ,,kg,,26,,268268
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,8620 ,,kg,,26,,246532
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,8200 ,,kg,,26,,234520
2021/07/29,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,4120 ,,kg,,26,,117832
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,3700 ,,kg,,26,,105820
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,3760 ,,kg,,26,,107536
2021/07/29,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,9340 ,,kg,,26,,267124
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,9190 ,,kg,,26,,262834
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,8550 ,,kg,,26,,244530
2021/07/29,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,9720 ,,kg,,26,,277992
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,8810 ,,kg,,26,,251966
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,8680 ,,kg,,26,,248248
2021/07/29,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,3830 ,,kg,,26,,109538
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,3660 ,,kg,,26,,104676
2021/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,3660 ,,kg,,26,,104676
2021/07/30,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,9670 ,,kg,,26,,276562
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,9680 ,,kg,,26,,276848
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,9090 ,,kg,,26,,259974
2021/07/30,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,8520 ,,kg,,26,,243672
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,8450 ,,kg,,26,,241670
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,9110 ,,kg,,26,,260546
2021/07/30,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3790 ,,kg,,26,,108394
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3870 ,,kg,,26,,110682
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3890 ,,kg,,26,,111254
2021/07/30,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,8780 ,,kg,,26,,251108
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,8940 ,,kg,,26,,255684
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,9520 ,,kg,,26,,272272
2021/07/30,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3840 ,,kg,,26,,109824
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3680 ,,kg,,26,,105248
2021/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3700 ,,kg,,26,,105820
2021/07/31,,メタウォーター,,,アスベスト分析費,,,,,,,,1 ,,検体,,47000,,51700
2021/07/31,,メタウォーター,,,汚染土壌（25項目）分析費,,,,,,,,2 ,,検体,,105000,,231000
2021/07/31,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,9090 ,,kg,,26,,259974
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,7800 ,,kg,,26,,223080
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,7600 ,,kg,,26,,217360
2021/07/31,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,9060 ,,kg,,26,,259116
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,8520 ,,kg,,26,,243672
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,9730 ,,kg,,26,,278278
2021/07/31,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3590 ,,kg,,26,,102674
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3630 ,,kg,,26,,103818
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3660 ,,kg,,26,,104676
2021/07/31,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3960 ,,kg,,26,,113256
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,4130 ,,kg,,26,,118118
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3660 ,,kg,,26,,104676
2021/07/31,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3890 ,,kg,,26,,111254
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3710 ,,kg,,26,,106106
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3450 ,,kg,,26,,98670
2021/07/31,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,75000,,82500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,9390 ,,kg,,26,,268554
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,8540 ,,kg,,26,,244244
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,8450 ,,kg,,26,,241670
2021/07/31,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,65000,,71500
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3610 ,,kg,,26,,103246
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3450 ,,kg,,26,,98670
2021/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,3380 ,,kg,,26,,96668
2021/08/24,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/08/03,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/09/16,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/09/29,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/08/06,,メタウォーター,,,木くず,,,,,,,,8 ,,m3,,6000,,52800
2021/08/30,,メタウォーター,,,混合廃棄物,,,,,,,,9 ,,m3,,10000,,93500
2021/08/30,,メタウォーター,,,木くず,,,,,,,,4 ,,m3,,6000,,26400
2021/09/30,,メタウォーター,,,混合廃棄物,,,,,,,,6 ,,m3,,10000,,66000
2021/08/05,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/09/16,,メタウォーター,,,廃プラスチック類,,,,,,,,70 ,,kg,,65,,5005
2021/09/16,,メタウォーター,,,ダンボ－ル,,,,,,,,10 ,,kg,,25,,275
2021/09/16,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0 ,,,,0,,0
2021/09/28,,メタウォーター,,,混合廃棄物,,,,,,,,4 ,,m3,,10000,,44000
2021/09/10,,メタウォーター,,,混合廃棄物,,,,,,,,2 ,,m3,,10000,,22000
2021/08/10,,メタウォーター,,,混合廃棄物,,,,,,,,4 ,,m3,,10000,,44000
2021/09/01,,メタウォーター,,,混合廃棄物,,,,,,,,5 ,,m3,,10000,,55000
2021/09/30,,メタウォーター,,,混合廃棄物,,,,,,,,4 ,,m3,,10000,,44000
2021/08/11,,メタウォーター,,,混合廃棄物,,,,,,,,9 ,,m3,,10000,,99000
2021/09/21,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0 ,,,,0,,0
2021/09/21,,メタウォーター,,,混合廃棄物Ａ,,,,,,,,70 ,,kg,,65,,5005
2021/08/03,,メタウォーター,,,木くず,,,,,,,,12 ,,m3,,6000,,79200
2021/09/08,,メタウォーター,,,混合廃棄物,,,,,,,,10 ,,m3,,10000,,110000
2021/08/25,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/26,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/26,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/26,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/27,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/27,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/27,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/30,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/30,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/30,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10 ,,m3,,18000,,198000
2021/08/30,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,8 ,,m3,,18000,,158400
2021/08/31,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,8 ,,m3,,18000,,158400
2021/08/31,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,8 ,,m3,,18000,,158400
2021/08/31,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,8 ,,m3,,18000,,158400
2021/09/30,,メタウォーター,,,混合廃棄物,,,,,,,,6 ,,m3,,10000,,66000
2021/09/29,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/08/03,,メタウォーター,,,混合廃棄物,,,,,,,,2 ,,m3,,10000,,22000
2021/08/16,,メタウォーター,,,混合廃棄物,,,,,,,,7 ,,m3,,10000,,71500
2021/08/31,,メタウォーター,,,廃プラスチック類,,,,,,,,3 ,,m3,,10000,,27500
2021/08/31,,メタウォーター,,,選別,,,,,,,,2 ,,m3,,10000,,16500
2021/08/18,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0 ,,,,0,,0
2021/09/07,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0 ,,,,0,,0
2021/09/21,,メタウォーター,,,配線,,,,,,,,0 ,,,,0,,0
2021/09/21,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0 ,,,,0,,0
2021/09/21,,メタウォーター,,,混合廃棄物,,,,,,,,160 ,,kg,,65,,11440
2021/09/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,300 ,,kg,,30,,9900
2021/09/21,,メタウォーター,,,混合廃棄物,,,,,,,,10 ,,kg,,65,,715
2021/09/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,20 ,,kg,,30,,660
2021/09/21,,メタウォーター,,,混合廃棄物,,,,,,,,30 ,,kg,,65,,2145
2021/09/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,120 ,,kg,,30,,3960
2021/09/22,,メタウォーター,,,混合廃棄物,,,,,,,,70 ,,kg,,65,,5005
2021/09/22,,メタウォーター,,,コンクリ－トがら　無筋,,,,,,,,10 ,,kg,,30,,330
2021/09/22,,メタウォーター,,,配線,,,,,,,,0 ,,,,0,,0
2021/09/22,,メタウォーター,,,混合廃棄物,,,,,,,,170 ,,kg,,65,,12155
2021/09/22,,メタウォーター,,,コンクリ－トがら　無筋,,,,,,,,50 ,,kg,,30,,1650
2021/09/28,,メタウォーター,,,混合廃棄物,,,,,,,,50 ,,kg,,65,,3575
2021/08/02,,メタウォーター,,,ギロ材,,,,,,,,4220 ,,kg,,41,,190322
2021/08/04,,メタウォーター,,,ギロ材,,,,,,,,780 ,,kg,,41,,35178
2021/08/04,,メタウォーター,,,雑品,,,,,,,,3120 ,,kg,,15,,51480
2021/08/11,,メタウォーター,,,ギロ材,,,,,,,,960 ,,kg,,40.5,,42768
2021/08/11,,メタウォーター,,,18-8ステン解体,,,,,,,,1210 ,,kg,,135,,179685
2021/08/11,,メタウォーター,,,18-8ステン解体,,,,,,,,4180 ,,kg,,135,,620730
2021/08/16,,メタウォーター,,,ギロ材,,,,,,,,4160 ,,kg,,40.5,,185328
2021/08/16,,メタウォーター,,,ギロ材,,,,,,,,1550 ,,kg,,40.5,,69052
2021/08/16,,メタウォーター,,,18-8ステン解体,,,,,,,,150 ,,kg,,135,,22275
2021/08/23,,メタウォーター,,,ガス切,,,,,,,,1450 ,,kg,,31.5,,50242
2021/08/23,,メタウォーター,,,18-8ステン解体,,,,,,,,1600 ,,kg,,135,,237600
2021/08/23,,メタウォーター,,,ギロ材,,,,,,,,2130 ,,kg,,40.5,,94891
2021/08/23,,メタウォーター,,,雑品,,,,,,,,760 ,,kg,,15,,12540
2021/08/23,,メタウォーター,,,ギロ材,,,,,,,,2490 ,,kg,,40.5,,110929
2021/08/23,,メタウォーター,,,雑品,,,,,,,,270 ,,kg,,15,,4455
2021/08/30,,メタウォーター,,,ギロ材,,,,,,,,860 ,,kg,,40,,37840
2021/08/30,,メタウォーター,,,雑品,,,,,,,,1990 ,,kg,,15,,32835
2021/08/30,,メタウォーター,,,ギロ材,,,,,,,,2500 ,,kg,,40,,110000
2021/08/30,,メタウォーター,,,ギロ材,,,,,,,,2850 ,,kg,,40,,125400
2021/09/01,,メタウォーター,,,ギロ材,,,,,,,,1020 ,,kg,,40,,44880
2021/09/01,,メタウォーター,,,ガス切,,,,,,,,740 ,,kg,,35,,28490
2021/09/01,,メタウォーター,,,解体ステンC,,,,,,,,3330 ,,kg,,60,,219780
2021/09/01,,メタウォーター,,,解体ステンC,,,,,,,,6030 ,,kg,,60,,397980
2021/09/06,,メタウォーター,,,ギロ材,,,,,,,,2310 ,,kg,,39.5,,100369
2021/09/07,,メタウォーター,,,ギロ材,,,,,,,,2790 ,,kg,,39.5,,121225
2021/09/07,,メタウォーター,,,ギロ材,,,,,,,,1790 ,,kg,,39.5,,77775
2021/09/08,,メタウォーター,,,ギロ材,,,,,,,,3340 ,,kg,,39.5,,145123
2021/09/08,,メタウォーター,,,雑品,,,,,,,,1420 ,,kg,,20,,31240
2021/09/15,,メタウォーター,,,ギロ材,,,,,,,,3540 ,,kg,,39,,151866
2021/09/15,,メタウォーター,,,ギロ材,,,,,,,,4910 ,,kg,,39,,210639
2021/09/16,,メタウォーター,,,ギロ材,,,,,,,,2210 ,,kg,,39,,94809
2021/09/16,,メタウォーター,,,ギロ材,,,,,,,,2700 ,,kg,,39,,115830
2021/09/17,,メタウォーター,,,ギロ材,,,,,,,,4620 ,,kg,,39,,198198
2021/09/22,,メタウォーター,,,ギロ材,,,,,,,,4710 ,,kg,,39,,202059
2021/09/24,,メタウォーター,,,18-8ステン解体,,,,,,,,1940 ,,kg,,155,,330770
2021/09/24,,メタウォーター,,,18-8ステン解体,,,,,,,,2210 ,,kg,,155,,376805
2021/09/24,,メタウォーター,,,18-8ステン解体,,,,,,,,2390 ,,kg,,155,,407495
2021/09/28,,メタウォーター,,,ギロ材,,,,,,,,550 ,,kg,,39,,23595
2021/09/28,,メタウォーター,,,雑品,,,,,,,,550 ,,kg,,20,,12100
2021/09/28,,メタウォーター,,,18-8ステン解体,,,,,,,,630 ,,kg,,155,,107415
2021/09/28,,メタウォーター,,,18-8ステン解体,,,,,,,,1940 ,,kg,,155,,330770
2021/09/28,,メタウォーター,,,18-8ステン解体,,,,,,,,1930 ,,kg,,155,,329065
2021/09/28,,メタウォーター,,,ギロ材,,,,,,,,1170 ,,kg,,39,,50193
2021/09/28,,メタウォーター,,,機械アルミ,,,,,,,,110 ,,kg,,140,,16940
2021/09/28,,メタウォーター,,,雑品,,,,,,,,110 ,,kg,,20,,2420
2021/09/28,,メタウォーター,,,18-8ステン解体,,,,,,,,1990 ,,kg,,155,,339295
2021/09/29,,メタウォーター,,,18-8ステン解体,,,,,,,,1920 ,,kg,,155,,327360
2021/09/29,,メタウォーター,,,18-8ステン解体,,,,,,,,2050 ,,kg,,155,,349525
2021/09/29,,メタウォーター,,,ギロ材,,,,,,,,1840 ,,kg,,39,,78936
2021/09/29,,メタウォーター,,,18-8ステン解体,,,,,,,,760 ,,kg,,155,,129580
2021/09/30,,メタウォーター,,,ギロ材,,,,,,,,1500 ,,kg,,39,,64350
2021/09/30,,メタウォーター,,,18-8ステン解体,,,,,,,,980 ,,kg,,155,,167090
2021/09/30,,メタウォーター,,,18-8ステン解体,,,,,,,,3270 ,,kg,,155,,557535
2021/09/30,,メタウォーター,,,18-8ステン解体,,,,,,,,3420 ,,kg,,155,,583110
2021/09/28,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,15000,,16500
2021/09/28,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/09/28,,メタウォーター,,,フレコン,,,,,,,,1 ,,枚,,2000,,2200
2021/08/24,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/08/31,,メタウォーター,,,スクラップ四輪車リース費,,,,,,,,2 ,,台,,9000,,19800
2021/09/30,,メタウォーター,,,スクラップ四輪車リース費,,,,,,,,2 ,,台,,9000,,19800
2021/08/03,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,50000,,55000
2021/08/23,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,30000,,33000
2021/08/23,,メタウォーター,,,キャスタブル,,,,,,,,3540 ,,kg,,35,,136290
2021/08/31,,メタウォーター,,,メッシュパレットリース料,,,,,,,,3 ,,台,,4500,,14850
2021/09/01,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,30000,,33000
2021/09/01,,メタウォーター,,,キャスタブル,,,,,,,,1770 ,,kg,,35,,68145
2021/09/01,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,30000,,33000
2021/09/01,,メタウォーター,,,運搬費（ラフター）,,,,,,,,1 ,,台,,85000,,93500
2021/09/01,,メタウォーター,,,キャスタブル,,,,,,,,1000 ,,kg,,35,,38500
2021/09/01,,メタウォーター,,,運搬費（トレーラー）,,,,,,,,1 ,,台,,120000,,132000
2021/09/01,,メタウォーター,,,特車申請費,,,,,,,,1 ,,式,,50000,,55000
2021/09/01,,メタウォーター,,,キャスタブル,,,,,,,,1790 ,,kg,,35,,68915
2021/09/16,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,50000,,55000
2021/09/16,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,50000,,55000
2021/09/29,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,50000,,55000
2021/09/30,,メタウォーター,,,メッシュパレットリース料,,,,,,,,3 ,,台,,4500,,14850
2021/08/06,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2021/08/10,,メタウォーター,,,運搬費（キャンセル費）,,,,,,,,2 ,,台,,10000,,22000
2021/08/30,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/08/30,,メタウォーター,,,運搬費（7ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,32000,,35200
2021/08/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,15000,,16500
2021/08/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/09/17,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2021/09/22,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2021/09/28,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2021/09/30,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/09/30,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,18650,,20515
2021/09/30,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/08/05,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,35000,,38500
2021/09/16,,メタウォーター,,,運搬費（2ｔｄ）,,,,,,,,1 ,,台,,20000,,22000
2021/09/03,,メタウォーター,,,コンテナ設置費（4ｍ3）,,,,,,,,1 ,,台,,10000,,11000
2021/09/03,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/09/27,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2021/09/29,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ4ｔ平）,,,,,,,,1 ,,台,,30000,,33000
2021/09/30,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2021/09/30,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2021/09/30,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/08/27,,メタウォーター,,,ﾄﾞﾗﾑ缶（1本）、ﾍﾟｰﾙ缶（2本）設置費,,,,,,,,1 ,,台,,12000,,13200
2021/08/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2021/08/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/09/30,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2021/09/30,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/09/28,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/09/28,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2021/08/31,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2021/08/31,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/09/13,,メタウォーター,,,スクラップ四輪車（2台）設置費,,,,,,,,1 ,,台,,12000,,13200
2021/09/30,,メタウォーター,,,スクラップ四輪車リース費（9/13～,,,,,,,,1 ,,式,,10800,,11880
2021/09/10,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,38000,,41800
